-3.837823567098584933e-17,7.916190899967553429e-01,1.359184635714888234e+00,1.710487495495793153e+00,1.856080754395337928e+00,1.901873640652457897e+00,1.931967275076915014e+00
-3.732820611078060438e-17,7.906046320453335996e-01,1.338286677552242399e+00,1.713987818187044265e+00,1.870319167135843452e+00,1.894116809100442778e+00,1.949604892785644417e+00
-4.031059271303056249e-17,7.821249568719412792e-01,1.328495631878374272e+00,1.701448632546437523e+00,1.888787823660014409e+00,1.928199041090358223e+00,1.942032158870100611e+00
-4.015415097541808590e-17,7.603457475695274415e-01,1.333383012541737633e+00,1.712463896335324032e+00,1.871868615120541701e+00,1.907454893860891953e+00,1.963960919898160018e+00
-3.814632401588515877e-17,7.444043505502758729e-01,1.356201039313412515e+00,1.725370290492777015e+00,1.883366911479523287e+00,1.916359195261279735e+00,1.937362054889202545e+00
-3.860219459812496256e-17,7.589456677583874544e-01,1.293497377897516731e+00,1.719374067237712023e+00,1.851828312993627712e+00,1.899459658382183669e+00,1.928816534373628766e+00
-3.813289720809516647e-17,7.694932942087095995e-01,1.312908348571353301e+00,1.674636377033781542e+00,1.872516040356972278e+00,1.917116295342511600e+00,1.941309879154767160e+00
-3.879558355057970725e-17,7.973328557307651776e-01,1.338132576153759690e+00,1.726995259565441865e+00,1.846245294477219634e+00,1.882110259501498684e+00,1.926976048890517879e+00
-3.706949399522230831e-17,8.266793746701065482e-01,1.312842494696180085e+00,1.694915747900608949e+00,1.853245852699872964e+00,1.912235799112619761e+00,1.939822004948071887e+00
-3.779989568655853217e-17,7.461022706902361579e-01,1.310484507526278319e+00,1.727087280865606145e+00,1.910609028145350274e+00,1.918881968512834435e+00,1.933487704803646068e+00
-3.788276217902136060e-17,7.995875739351727685e-01,1.300460774130970387e+00,1.687806881681456206e+00,1.884182184775479829e+00,1.879615525050569502e+00,1.950275519527984169e+00
-3.826307844315884308e-17,7.796867167266703369e-01,1.353382623126093920e+00,1.705188080597309197e+00,1.877414402855250408e+00,1.925264457498101711e+00,1.948631325884849330e+00
-3.852391729833614545e-17,7.635440890276138370e-01,1.312255593678825827e+00,1.684424789733005134e+00,1.880489103209191715e+00,1.931559998944464285e+00,1.944011223644625641e+00
-3.756265699556301394e-17,7.943186109679060136e-01,1.322160406659215859e+00,1.733672782186930883e+00,1.891235695543044493e+00,1.919736694105289798e+00,1.928245480864883010e+00
-3.819815371933404583e-17,7.429747593234111713e-01,1.372764772692594670e+00,1.697618862779184390e+00,1.872121014134034533e+00,1.909710069588440140e+00,1.927082878462421434e+00
-3.850493489716776763e-17,7.587091393630159830e-01,1.310737939203747704e+00,1.729138678353788983e+00,1.866791180760777324e+00,1.894431902687717439e+00,1.938824075759704613e+00
-3.746658435913714769e-17,8.182098245919168233e-01,1.347670457769818864e+00,1.762739174527288677e+00,1.878148226597919246e+00,1.916198958465318736e+00,1.942673445227127704e+00
-3.904905814961495424e-17,7.588223091055539271e-01,1.275396940669182966e+00,1.708334690825292101e+00,1.878472408566140173e+00,1.894455414310078467e+00,1.950225492365859070e+00
-3.858990010373566034e-17,7.491830915405001123e-01,1.331875561325003732e+00,1.752611836285097979e+00,1.862920848240092520e+00,1.891654848204039618e+00,1.965801452675762784e+00
-3.875727406957513118e-17,8.092853928847508760e-01,1.305611610030694480e+00,1.774365459274949819e+00,1.874843722451431161e+00,1.913132078300937344e+00,1.911798942118648537e+00
-3.841427055913717689e-17,8.026628368061398122e-01,1.347666029681245270e+00,1.715206941791744377e+00,1.900126651405675604e+00,1.914996258125656770e+00,1.916988236708031534e+00
-3.709328070075302783e-17,7.779420902579291530e-01,1.397853105369823545e+00,1.680813947226969196e+00,1.876333344997082486e+00,1.918049305470755472e+00,1.940127169668270701e+00
-3.777389258433574843e-17,8.043183947295298175e-01,1.344833980155873299e+00,1.700451435379319198e+00,1.899020088999306299e+00,1.920374075645995715e+00,1.936952521972784114e+00
-3.873987825844846770e-17,7.752441051476152145e-01,1.322978509147484605e+00,1.702236343565380228e+00,1.848070428737844884e+00,1.915704253180485983e+00,1.932124760466140234e+00
