1.461388977844798064e+05,1.451523941153129563e+05,1.441857265246545430e+05,1.423095536315137579e+05,1.387706810149167723e+05,1.324414705537647824e+05,1.221296352526845003e+05,1.076369066193929175e+05,9.099303923336112348e+04,4.973628532553162950e+04,2.135672358456041718e+10,2.106936266980125046e+10,2.078966791916899490e+10,2.025215136435432053e+10,1.925744068002479172e+10,1.754087556391429901e+10,1.491576993658900833e+10,1.158581130349852943e+10,8.279824181963230133e+09,2.473747814268017769e+09
1.403571990512454940e+05,1.394562774369033577e+05,1.385728808622753131e+05,1.368566564422487863e+05,1.336134703446654894e+05,1.277934186385762005e+05,1.182567051243487804e+05,1.047381275321270805e+05,8.904447185158953653e+04,4.934636207452462259e+04,1.970028368270999908e+10,1.944819277283599472e+10,1.920258188335120392e+10,1.872988126920816040e+10,1.785269307101514435e+10,1.633128564075303841e+10,1.398476656357230568e+10,1.097018009706364632e+10,7.929007011800373077e+09,2.435112796352156162e+09
2.187543735434019181e+05,2.031816985374999058e+05,1.899857569452700845e+05,1.688358128666553821e+05,1.398208795644096972e+05,1.074828492644079233e+05,7.881773492907296168e+04,5.812791397721806425e+04,4.530559600872301235e+04,3.042193463859658004e+04,4.785369469873976898e+10,4.128300580228202820e+10,3.609477782782417297e+10,2.850570054215713501e+10,1.955001818304472733e+10,1.155267036884469986e+10,6.212314157084537506e+09,3.378912511256840229e+09,2.052642335301627874e+09,9.255245290896812677e+08
2.136706303179442766e+05,2.102377559919514752e+05,2.069250043345530867e+05,2.006355017848146090e+05,1.892515352792230842e+05,1.703232593562238908e+05,1.428911846981906274e+05,1.101281126650046062e+05,7.894703430088673485e+04,2.172076836799109878e+04,4.565535193109791565e+10,4.420012428228732300e+10,4.281816434385915375e+10,4.025480521194612122e+10,3.581633285707829285e+10,2.901018300098686218e+10,2.041803355563712692e+10,1.212831132726861000e+10,6.232713171939687729e+09,4.718134992642907500e+08
3.607246900525873061e+05,3.340699992813959834e+05,3.113696863343676087e+05,2.747670034916957375e+05,2.241082130888350948e+05,1.670323387989691691e+05,1.158882341987741529e+05,7.864721872927887307e+04,5.542858281856413669e+04,2.834283697044784276e+04,1.301226627382252197e+11,1.116030984898712006e+11,9.695139293764880371e+10,7.549718097480903625e+10,5.022471528208381653e+10,2.789996923699242401e+10,1.343019871394412422e+10,6.185463661069763184e+09,3.072383221857241631e+09,8.033447503703554869e+08
2.159042475026319735e+05,2.025961791071301559e+05,1.911116837546655734e+05,1.722948168406757177e+05,1.456247081819340528e+05,1.146684478517770331e+05,8.607537135054860846e+04,6.472594343905984715e+04,5.118226924046969361e+04,3.515098281334264902e+04,4.661485999392525482e+10,4.104541438498744965e+10,3.652386677922705078e+10,2.968567620497883606e+10,2.120670125778163528e+10,1.314896760118355942e+10,7.409055628506193161e+09,4.189512480019812107e+09,2.619675866873169899e+09,1.235626743726723909e+09
1.443942889215068135e+05,1.433756782895866781e+05,1.423788783370366727e+05,1.404479671252341359e+05,1.368192415334996185e+05,1.303726428160204377e+05,1.199869397384703771e+05,1.056312154315039807e+05,8.948238884837187652e+04,5.093719513856677804e+04,2.084985506743650436e+10,2.055672850067734528e+10,2.027188737539103317e+10,1.972577191757797241e+10,1.871964167304363251e+10,1.699715636747646332e+10,1.439698569474305916e+10,1.115805930475223541e+10,8.007187396400074959e+09,2.594648785779570103e+09
2.647261340945236152e+05,2.600018533182035026e+05,2.554851643475544697e+05,2.470221342427934287e+05,2.320674642383187893e+05,2.081887296913050523e+05,1.756094074305018003e+05,1.395407695302993234e+05,1.077799884166090196e+05,5.513683178350576054e+04,7.008019079876577759e+10,6.760122373075391388e+10,6.527292468686125946e+10,6.102018182799889374e+10,5.385554002546760559e+10,4.334275535920896912e+10,3.083883958749940872e+10,1.947176590187764359e+10,1.161663368307279015e+10,3.040125355954393864e+09
2.048059641584799101e+05,2.013036726800212928e+05,1.979312007969764527e+05,1.915478755991213548e+05,1.800588210996788112e+05,1.611382810527516995e+05,1.341145677973150741e+05,1.024400251300201780e+05,7.288532617339547141e+04,2.008741028146830286e+04,4.194568776084871674e+10,4.052336993813782501e+10,3.917695818013380432e+10,3.669078019441206360e+10,3.242135911462724304e+10,2.596570675891664886e+10,1.798685141002842331e+10,1.049406118866429520e+10,5.312343656728418350e+09,4.035241392263200879e+08
3.583802636323495535e+05,3.326630978961348883e+05,3.106484079783905763e+05,2.749307055900998530e+05,2.250424112506881065e+05,1.681929854711394873e+05,1.166644657528053649e+05,7.878881614519134746e+04,5.502141321907471865e+04,2.714551069064263720e+04,1.284367717414559479e+11,1.106650693649512939e+11,9.650274402791659546e+10,7.558716780697575378e+10,5.064431190393508148e+10,2.828904855468040848e+10,1.361071423385324860e+10,6.207756338376910210e+09,3.027410934037388325e+09,7.369058961664843559e+08
2.817863378931463230e+05,2.759870876692596357e+05,2.704772022766229929e+05,2.602430126337322290e+05,2.424396353999635903e+05,2.147334052970384073e+05,1.782971057014886755e+05,1.396897396708022279e+05,1.071070967293405411e+05,5.580877709551445878e+04,7.940382200956831360e+10,7.616914854724726868e+10,7.315818742859149170e+10,6.772668586769355774e+10,5.877721925250267792e+10,4.611065008386745453e+10,3.179003619863352966e+10,1.951336305903616714e+10,1.147203727688503838e+10,3.114675409673914433e+09
1.395448018138115876e+05,1.385554959679206659e+05,1.375873226724109263e+05,1.357117219052456494e+05,1.321864314341091667e+05,1.259219514867415419e+05,1.158252359927775833e+05,1.018599951637471240e+05,8.613796860271686455e+04,4.855808612283493130e+04,1.947289125805777359e+10,1.919776401841244888e+10,1.893040894748479462e+10,1.841780717420863724e+10,1.747338484171588135e+10,1.585646378818077850e+10,1.341560111801861763e+10,1.037556047475375175e+10,7.419835772971240044e+09,2.357936285998777866e+09
2.256325763511838741e+05,2.102151856128585932e+05,1.970960688408195856e+05,1.759637105276036891e+05,1.467594509021660488e+05,1.139159146179594973e+05,8.453968973341777746e+04,6.318114940079895314e+04,4.987837684904323396e+04,3.437320617674313689e+04,5.091028514344918823e+10,4.419063447743420410e+10,3.884705744857394409e+10,3.096340338635283661e+10,2.153848318855618668e+10,1.297694951916085815e+10,7.147043679912276268e+09,3.991920820755479813e+09,2.487902355472020626e+09,1.181551676075069189e+09
2.099173658436462283e+05,2.056517658834045287e+05,2.015730633866983990e+05,1.939292796794522437e+05,1.804177386838085949e+05,1.588313113924327481e+05,1.293557147159173182e+05,9.669111137352071819e+04,6.789982887178074452e+04,2.012078585692463821e+04,4.406551040010106659e+10,4.229285446272850800e+10,4.063190145616132355e+10,3.760875944627088165e+10,3.255074084951773453e+10,2.522754430995132446e+10,1.673303028538050270e+10,9.349267709757959366e+09,4.610454660645981789e+09,4.048661442860756516e+08
3.761318630692139850e+05,3.474801674757539877e+05,3.231894316983750905e+05,2.842343523238939233e+05,2.307473298758917081e+05,1.710719005266994936e+05,1.181191603996720369e+05,7.986682320486847311e+04,5.614671221589884226e+04,2.860025064769391975e+04,1.414755545477810059e+11,1.207428142691454926e+11,1.044517319509503632e+11,8.078945127533578491e+10,5.324456099218344879e+10,2.926576622171750259e+10,1.395225417268385315e+10,6.378789315660920143e+09,3.152509439367180347e+09,8.180029373615642786e+08
3.355926165107255802e+05,3.275749653510408825e+05,3.200091190144853899e+05,3.060882310989104444e+05,2.822725815436659032e+05,2.461902102937590680e+05,2.004708788542071998e+05,1.540520248781873379e+05,1.164024304619300965e+05,5.977222770636162750e+04,1.126227398491314392e+11,1.073056854997009735e+11,1.024061562615461121e+11,9.369031130549110413e+10,7.967809256390702820e+10,6.060986583469561768e+10,4.018877373945706940e+10,2.373218042109452820e+10,1.354964221987493324e+10,3.572778977208850861e+09
2.439665530704313132e+05,2.376958932451404689e+05,2.317818951869528682e+05,2.209087178319756931e+05,2.023321499044396041e+05,1.742475630102663999e+05,1.387658790349173942e+05,1.028594721260365041e+05,7.382339673972647870e+04,3.029520925785016152e+04,5.951992298362065125e+10,5.649957536149846649e+10,5.372307871835079956e+10,4.880088252288529968e+10,4.093850121710252380e+10,3.036238746257976151e+10,1.925610795021236801e+10,1.058017386551900482e+10,5.449967729587798119e+09,9.178299991861879826e+08
1.506332467108347046e+05,1.495895306102769682e+05,1.485673958441145369e+05,1.465852470814315602e+05,1.428525000563905924e+05,1.361960985075142526e+05,1.254045807722932368e+05,1.103485099737250566e+05,9.321550877723064332e+04,5.145852838399325265e+04,2.269052564789390564e+10,2.237717725773359680e+10,2.207241967529766083e+10,2.148738124717141724e+10,2.040697962486112976e+10,1.854951344476703262e+10,1.572643428325538826e+10,1.217690400193126869e+10,8.689224292106740952e+09,2.648031601974623203e+09
2.372926231216056913e+05,2.168427487240101036e+05,2.000811958033137489e+05,1.742415965435682447e+05,1.407071360168911924e+05,1.057171129131219932e+05,7.661228006248474412e+04,5.663086282280681189e+04,4.465300507161713176e+04,3.112050490575515505e+04,5.630802628055550385e+10,4.702099451693289185e+10,4.003268499527979279e+10,3.036030820764815140e+10,1.979863883321192932e+10,1.117621367979870033e+10,5.869518068652662277e+09,3.207111254918385506e+09,1.993935514930937052e+09,9.685169460940365791e+08
1.947925883735356038e+05,1.907923536752972868e+05,1.869692084432728007e+05,1.798091422139807837e+05,1.671678862069756724e+05,1.470121513228964468e+05,1.195698850407524151e+05,8.926566242948068248e+04,6.264771721390315361e+04,1.866611132019051001e+04,3.794434727785005951e+10,3.640191301331339264e+10,3.495767187511243439e+10,3.233150743286977005e+10,2.794526934679457474e+10,2.161271964873752975e+10,1.429707697854379272e+10,7.968447754636426926e+09,3.924799119830390453e+09,3.484423779290644526e+08
3.796936296298007946e+05,3.502999846240681945e+05,3.254396751388210105e+05,2.856845870489169611e+05,2.313255408227504813e+05,1.709843333580137405e+05,1.177100570982531062e+05,7.938188720945916430e+04,5.568033096810649295e+04,2.821816707718795078e+04,1.441676320750819702e+11,1.227104295276070099e+11,1.059113075941365051e+11,8.161596896189726257e+10,5.351173716247880554e+10,2.923581323821772766e+10,1.385577525213110542e+10,6.301563398822504997e+09,3.100354937048847675e+09,7.962931713631711006e+08
3.037607468712037662e+05,2.972149346914137714e+05,2.910052466883106390e+05,2.794957423342425609e+05,2.595494326587693067e+05,2.286978430115342780e+05,1.884725846736897656e+05,1.462753788017489715e+05,1.109984194957168947e+05,5.607019360028283700e+04,9.227089510049839783e+10,8.833701461855604553e+10,8.468434460537120056e+10,7.811814947871165466e+10,6.736616754292168427e+10,5.230293209597138977e+10,3.552210364616584015e+10,2.139663271897396088e+10,1.232076012896664047e+10,3.143922680566797733e+09
1.718901504167634412e+05,1.641648262698769977e+05,1.572528656191887276e+05,1.454041669921000139e+05,1.273950565140011167e+05,1.044759605076559383e+05,8.109096339858722058e+04,6.203789201553799649e+04,4.916134076033512974e+04,3.304961565523440368e+04,2.954639570044797134e+10,2.695025434904516983e+10,2.472862099831224060e+10,2.114251718283349991e+10,1.622962781926205063e+10,1.091533079995779037e+10,6.575825435874410629e+09,3.848762083623567104e+09,2.416886586694548607e+09,1.092310144574370384e+09
1.534451137567172118e+05,1.523795711535984301e+05,1.513357847029507975e+05,1.493108682989178633e+05,1.454947848318254983e+05,1.386806917554152024e+05,1.276087247089595621e+05,1.121099136795625236e+05,9.439976168856919685e+04,5.090599515793359024e+04,2.354555638092564774e+10,2.321968608452572250e+10,2.290267106744258499e+10,2.229388470304509354e+10,2.116887790804402542e+10,1.923247294645223999e+10,1.628411423057173538e+10,1.256874485515264130e+10,8.911409406620344162e+09,2.591471249014716148e+09
2.142873954762464855e+05,2.095301385584216914e+05,2.050132148349481286e+05,1.966310214949227520e+05,1.820730148565019190e+05,1.594768687716831046e+05,1.298706234097095585e+05,9.863560919840435963e+04,7.238252938712267496e+04,3.124785971477253042e+04,4.591930214738874054e+10,4.390308849444995117e+10,4.203062327017544556e+10,3.866395524515826416e+10,3.315076481195083618e+10,2.543303115008940887e+10,1.686650869545001411e+10,9.729082037549552917e+09,5.239302943007063866e+09,9.764599846138186455e+08
2.441274094982624811e+05,2.234391543571018265e+05,2.064185451195922797e+05,1.800664982707109593e+05,1.456608593763003300e+05,1.095112378492925782e+05,7.924492133867109078e+04,5.836167847445225198e+04,4.580220843578450149e+04,3.157544777083042572e+04,5.959843619574182129e+10,4.992527913897113037e+10,4.260882218783427429e+10,3.242412386597422409e+10,2.121723161510171127e+10,1.199282072652218246e+10,6.279836802893507957e+09,3.406143876033817768e+09,2.097888099803484440e+09,9.970404773762105703e+08
2.874788629081376712e+05,2.816530259407400736e+05,2.761113236424293136e+05,2.658010436243110453e+05,2.478124712736853689e+05,2.196838043754360697e+05,1.824410052807416942e+05,1.426645893125979055e+05,1.088406522277764161e+05,5.510938803401509358e+04,8.264438409781874084e+10,7.932870867460116577e+10,7.623773915489796448e+10,7.065046059281651306e+10,6.141126873124240875e+10,4.826119358866924286e+10,3.328490284885289764e+10,2.035332770832153320e+10,1.184639641801999664e+10,3.037099758871678829e+09
2.216621882117052737e+05,2.165895508824940480e+05,2.117628995120234904e+05,2.027792936459646444e+05,1.870939557912543532e+05,1.625376458789954777e+05,1.299697782422311138e+05,9.511702550666894240e+04,6.542345597194447328e+04,1.814643740245085064e+04,4.913434734498966980e+10,4.691125014103136444e+10,4.484373737263887787e+10,4.111964471085001373e+10,3.500433538757563019e+10,2.641864886553160477e+10,1.689227322611297607e+10,9.047343658261819839e+09,4.280294014768929482e+09,3.293113368384695649e+08
